"periods","k","y","c","sy","A","L","L_A","g","lnk","lny","lnc","gy"
571,1.759,1.172,0.879,0.293,587794339524.365,81413.809,3256.552,0.046,27.664,27.259,26.971,0.045
572,1.759,1.172,0.879,0.293,614662489004.777,83042.086,3321.683,0.046,27.709,27.303,27.016,0.045
573,1.759,1.172,0.879,0.293,642758634349.615,84702.927,3388.117,0.046,27.754,27.348,27.06,0.045
574,1.759,1.172,0.879,0.293,672138895361.095,86396.986,3455.879,0.046,27.798,27.393,27.105,0.045
575,1.759,1.172,0.879,0.293,702861956357.393,88124.926,3524.997,0.046,27.843,27.437,27.15,0.045
576,1.759,1.172,0.879,0.293,734989183357.703,89887.424,3595.497,0.046,27.888,27.482,27.194,0.045
577,1.759,1.172,0.879,0.293,768584746621.821,91685.173,3667.407,0.046,27.933,27.527,27.239,0.045
578,1.759,1.172,0.879,0.293,803715748788.932,93518.876,3740.755,0.046,27.977,27.572,27.284,0.045
579,1.759,1.172,0.879,0.293,840452358871.435,95389.254,3815.57,0.046,28.022,27.616,27.329,0.045
580,1.759,1.172,0.879,0.293,878867952371.323,97297.039,3891.882,0.046,28.067,27.661,27.373,0.045
581,1.759,1.172,0.879,0.293,919039257798.872,99242.979,3969.719,0.046,28.111,27.706,27.418,0.045
582,1.759,1.172,0.879,0.293,961046509886.18,101227.839,4049.114,0.046,28.156,27.75,27.463,0.045
583,1.759,1.172,0.879,0.293,1004973609801.43,103252.396,4130.096,0.046,28.201,27.795,27.507,0.045
584,1.759,1.172,0.879,0.293,1050908292683.78,105317.444,4212.698,0.046,28.245,27.84,27.552,0.045
585,1.759,1.172,0.879,0.293,1098942302833.33,107423.793,4296.952,0.046,28.29,27.884,27.597,0.045
586,1.759,1.172,0.879,0.293,1149171576906.02,109572.268,4382.891,0.046,28.335,27.929,27.641,0.045
587,1.759,1.172,0.879,0.293,1201696435479.05,111763.714,4470.549,0.046,28.379,27.974,27.686,0.045
588,1.759,1.172,0.879,0.293,1256621783369.51,113998.988,4559.96,0.046,28.424,28.018,27.731,0.045
589,1.759,1.172,0.879,0.293,1314057319105.97,116278.968,4651.159,0.046,28.469,28.063,27.775,0.045
590,1.759,1.172,0.879,0.293,1374117753971.29,118604.547,4744.182,0.046,28.514,28.108,27.82,0.045
591,1.759,1.172,0.879,0.293,1436923041054.09,120976.638,4839.066,0.046,28.558,28.153,27.865,0.045
592,1.759,1.172,0.879,0.293,1502598614766,123396.171,4935.847,0.046,28.603,28.197,27.91,0.045
593,1.759,1.172,0.879,0.293,1571275641303,125864.094,5034.564,0.046,28.648,28.242,27.954,0.045
594,1.759,1.172,0.879,0.293,1643091280550.87,128381.376,5135.255,0.046,28.692,28.287,27.999,0.045
595,1.759,1.172,0.879,0.293,1718188959957.68,130949.004,5237.96,0.046,28.737,28.331,28.044,0.045
596,1.759,1.172,0.879,0.293,1796718660919.99,133567.984,5342.719,0.046,28.782,28.376,28.088,0.045
597,1.759,1.172,0.879,0.293,1878837218254.68,136239.343,5449.574,0.046,28.826,28.421,28.133,0.045
598,1.759,1.172,0.879,0.293,1964708633354.19,138964.13,5558.565,0.046,28.871,28.465,28.178,0.045
599,1.759,1.172,0.879,0.293,2054504401650.38,141743.413,5669.737,0.046,28.916,28.51,28.222,0.045
600,1.759,1.172,0.879,0.293,2148403855040.91,144578.281,5783.131,0.046,28.961,28.555,28.267,0.045
601,1.759,1.172,0.879,0.293,2246594519961.6,147469.847,5898.794,0.046,29.005,28.599,28.312,0.045
602,1.759,1.172,0.879,0.293,2349272491819.77,150419.244,6016.77,0.046,29.05,28.644,28.356,0.045
603,1.759,1.172,0.879,0.293,2456642826536.12,153427.629,6137.105,0.046,29.095,28.689,28.401,0.045
604,1.759,1.172,0.879,0.293,2568919949976.77,156496.181,6259.847,0.046,29.139,28.734,28.446,0.045
605,1.759,1.172,0.879,0.293,2686328086092.88,159626.105,6385.044,0.046,29.184,28.778,28.491,0.045
606,1.759,1.172,0.879,0.293,2809101704622.76,162818.627,6512.745,0.046,29.229,28.823,28.535,0.045
607,1.759,1.172,0.879,0.293,2937485989250.01,166074.999,6643,0.046,29.273,28.868,28.58,0.045
608,1.759,1.172,0.879,0.293,3071737327152.65,169396.499,6775.86,0.046,29.318,28.912,28.625,0.045
609,1.759,1.172,0.879,0.293,3212123820920.38,172784.429,6911.377,0.046,29.363,28.957,28.669,0.045
610,1.759,1.172,0.879,0.293,3358925823862.09,176240.118,7049.605,0.046,29.407,29.002,28.714,0.045
611,1.759,1.172,0.879,0.293,3512436499772.3,179764.92,7190.597,0.046,29.452,29.046,28.759,0.045
612,1.759,1.172,0.879,0.293,3672962408274.03,183360.219,7334.409,0.046,29.497,29.091,28.803,0.045
613,1.759,1.172,0.879,0.293,3840824116906.81,187027.423,7481.097,0.046,29.541,29.136,28.848,0.045
614,1.759,1.172,0.879,0.293,4016356841181.74,190767.972,7630.719,0.046,29.586,29.18,28.893,0.045
615,1.759,1.172,0.879,0.293,4199911113881.36,194583.331,7783.333,0.046,29.631,29.225,28.937,0.045
616,1.759,1.172,0.879,0.293,4391853484940.73,198474.998,7939,0.046,29.676,29.27,28.982,0.045
617,1.759,1.172,0.879,0.293,4592567253306.79,202444.498,8097.78,0.046,29.72,29.314,29.027,0.045
618,1.759,1.172,0.879,0.293,4802453232237.24,206493.387,8259.735,0.046,29.765,29.359,29.071,0.045
619,1.759,1.172,0.879,0.293,5021930549566.65,210623.255,8424.93,0.046,29.81,29.404,29.116,0.045
620,1.759,1.172,0.879,0.293,5251437484537.64,214835.72,8593.429,0.046,29.854,29.449,29.161,0.045
621,1.759,1.172,0.879,0.293,5491432342867.64,219132.435,8765.297,0.046,29.899,29.493,29.206,0.045
622,1.759,1.172,0.879,0.293,5742394371798.31,223515.083,8940.603,0.046,29.944,29.538,29.25,0.045
623,1.759,1.172,0.879,0.293,6004824716954.41,227985.385,9119.415,0.046,29.988,29.583,29.295,0.045
624,1.759,1.172,0.879,0.293,6279247422922.34,232545.093,9301.804,0.046,30.033,29.627,29.34,0.045
625,1.759,1.172,0.879,0.293,6566210479546.07,237195.995,9487.84,0.046,30.078,29.672,29.384,0.045
626,1.759,1.172,0.879,0.293,6866286916029.04,241939.915,9677.597,0.046,30.122,29.717,29.429,0.045
627,1.759,1.172,0.879,0.293,7180075945026.53,246778.713,9871.149,0.046,30.167,29.761,29.474,0.045
628,1.759,1.172,0.879,0.293,7508204159012.43,251714.287,10068.571,0.046,30.212,29.806,29.518,0.045
629,1.759,1.172,0.879,0.293,7851326781308.87,256748.573,10269.943,0.046,30.257,29.851,29.563,0.045
630,1.759,1.172,0.879,0.293,8210128974276.17,261883.544,10475.342,0.046,30.301,29.895,29.608,0.045
631,1.759,1.172,0.879,0.293,8585327207274.95,267121.215,10684.849,0.046,30.346,29.94,29.652,0.045
632,1.759,1.172,0.879,0.293,8977670687131.16,272463.64,10898.546,0.046,30.391,29.985,29.697,0.045
633,1.759,1.172,0.879,0.293,9387942853959.95,277912.912,11116.516,0.046,30.435,30.029,29.742,0.045
634,1.759,1.172,0.879,0.293,9816962945334.55,283471.171,11338.847,0.046,30.48,30.074,29.786,0.045
635,1.759,1.172,0.879,0.293,10265587631922.8,289140.594,11565.624,0.046,30.525,30.119,29.831,0.045
636,1.759,1.172,0.879,0.293,10734712727856.7,294923.406,11796.936,0.046,30.569,30.164,29.876,0.045
637,1.759,1.172,0.879,0.293,11225274979249.8,300821.874,12032.875,0.046,30.614,30.208,29.921,0.045
638,1.759,1.172,0.879,0.293,11738253934431.9,306838.311,12273.532,0.046,30.659,30.253,29.965,0.045
639,1.759,1.172,0.879,0.293,12274673899636.7,312975.078,12519.003,0.046,30.703,30.298,30.01,0.045
640,1.759,1.172,0.879,0.293,12835605984044.8,319234.579,12769.383,0.046,30.748,30.342,30.055,0.045
641,1.759,1.172,0.879,0.293,13422170238265.2,325619.271,13024.771,0.046,30.793,30.387,30.099,0.045
642,1.759,1.172,0.879,0.293,14035537890525.2,332131.656,13285.266,0.046,30.837,30.432,30.144,0.045
643,1.759,1.172,0.879,0.293,14676933685032.6,338774.289,13550.972,0.046,30.882,30.476,30.189,0.045
644,1.759,1.172,0.879,0.293,15347638327177.1,345549.775,13821.991,0.046,30.927,30.521,30.233,0.045
645,1.759,1.172,0.879,0.293,16048991040455.3,352460.771,14098.431,0.046,30.971,30.566,30.278,0.045
646,1.759,1.172,0.879,0.293,16782392240220.3,359509.986,14380.399,0.046,31.016,30.61,30.323,0.045
647,1.759,1.172,0.879,0.293,17549306329596.9,366700.186,14668.007,0.046,31.061,30.655,30.367,0.045
648,1.759,1.172,0.879,0.293,18351264623141.1,374034.189,14961.368,0.046,31.106,30.7,30.412,0.045
649,1.759,1.172,0.879,0.293,19189868404083.4,381514.873,15260.595,0.046,31.15,30.744,30.457,0.045
650,1.759,1.172,0.879,0.293,20066792121256.8,389145.171,15565.807,0.046,31.195,30.789,30.501,0.045
651,1.759,1.172,0.879,0.293,20983786732093,396928.074,15877.123,0.046,31.24,30.834,30.546,0.045
652,1.759,1.172,0.879,0.293,21942683198360.2,404866.636,16194.665,0.046,31.284,30.879,30.591,0.045
653,1.759,1.172,0.879,0.293,22945396141621.1,412963.968,16518.559,0.046,31.329,30.923,30.636,0.045
654,1.759,1.172,0.879,0.293,23993927665709.3,421223.248,16848.93,0.046,31.374,30.968,30.68,0.045
655,1.759,1.172,0.879,0.293,25090371353853.3,429647.713,17185.909,0.046,31.418,31.013,30.725,0.045
656,1.759,1.172,0.879,0.293,26236916448430.1,438240.667,17529.627,0.046,31.463,31.057,30.77,0.045
657,1.759,1.172,0.879,0.293,27435852221690.8,447005.48,17880.219,0.046,31.508,31.102,30.814,0.045
658,1.759,1.172,0.879,0.293,28689572546183.9,455945.59,18237.824,0.046,31.552,31.147,30.859,0.045
659,1.759,1.172,0.879,0.293,30000580674001.3,465064.502,18602.58,0.046,31.597,31.191,30.904,0.045
660,1.759,1.172,0.879,0.293,31371494234386.8,474365.792,18974.632,0.046,31.642,31.236,30.948,0.045
661,1.759,1.172,0.879,0.293,32805050459684.5,483853.108,19354.124,0.046,31.686,31.281,30.993,0.045
662,1.759,1.172,0.879,0.293,34304111650059.8,493530.17,19741.207,0.046,31.731,31.325,31.038,0.045
663,1.759,1.172,0.879,0.293,35871670887902.3,503400.773,20136.031,0.046,31.776,31.37,31.082,0.045
664,1.759,1.172,0.879,0.293,37510858013318,513468.789,20538.752,0.046,31.821,31.415,31.127,0.045
665,1.759,1.172,0.879,0.293,39224945872640.8,523738.164,20949.527,0.046,31.865,31.459,31.172,0.045
666,1.759,1.172,0.879,0.293,41017356852435.7,534212.928,21368.517,0.046,31.91,31.504,31.216,0.045
667,1.759,1.172,0.879,0.293,42891669712039.3,544897.186,21795.887,0.046,31.955,31.549,31.261,0.045
668,1.759,1.172,0.879,0.293,44851626728276.6,555795.13,22231.805,0.046,31.999,31.593,31.306,0.045
669,1.759,1.172,0.879,0.293,46901141166616.8,566911.032,22676.441,0.046,32.044,31.638,31.35,0.045
670,1.759,1.172,0.879,0.293,49044305093684.2,578249.253,23129.97,0.046,32.089,31.683,31.395,0.045
671,1.759,1.172,0.879,0.293,51285397546719.1,589814.238,23592.57,0.046,32.133,31.727,31.44,0.045
672,1.759,1.172,0.879,0.293,53628893076297.7,601610.523,24064.421,0.046,32.178,31.772,31.484,0.045
673,1.759,1.172,0.879,0.293,56079470679365.6,613642.733,24545.709,0.046,32.223,31.817,31.529,0.045
674,1.759,1.172,0.879,0.293,58642023140417.1,625915.588,25036.624,0.046,32.267,31.862,31.574,0.045
675,1.759,1.172,0.879,0.293,61321666799468.4,638433.9,25537.356,0.046,32.312,31.906,31.619,0.045
676,1.759,1.172,0.879,0.293,64123751766325.1,651202.578,26048.103,0.046,32.357,31.951,31.663,0.045
677,1.759,1.172,0.879,0.293,67053872601533.6,664226.629,26569.065,0.046,32.401,31.996,31.708,0.045
678,1.759,1.172,0.879,0.293,70117879485339.4,677511.162,27100.446,0.046,32.446,32.04,31.753,0.045
679,1.759,1.172,0.879,0.293,73321889896949.6,691061.385,27642.455,0.046,32.491,32.085,31.797,0.045
680,1.759,1.172,0.879,0.293,76672300827413.1,704882.613,28195.305,0.046,32.535,32.13,31.842,0.045
681,1.759,1.172,0.879,0.293,80175801550500.5,718980.265,28759.211,0.046,32.58,32.174,31.887,0.045
682,1.759,1.172,0.879,0.293,83839386977077.7,733359.87,29334.395,0.046,32.625,32.219,31.931,0.045
683,1.759,1.172,0.879,0.293,87670371619631.9,748027.068,29921.083,0.046,32.669,32.264,31.976,0.045
684,1.759,1.172,0.879,0.293,91676404194827.8,762987.609,30519.504,0.046,32.714,32.308,32.021,0.045
685,1.759,1.172,0.879,0.293,95865482893245.5,778247.361,31129.894,0.046,32.759,32.353,32.065,0.045
686,1.759,1.172,0.879,0.293,100245971346780,793812.309,31752.492,0.046,32.804,32.398,32.11,0.045
687,1.759,1.172,0.879,0.293,104826615325584,809688.555,32387.542,0.046,32.848,32.442,32.155,0.045
688,1.759,1.172,0.879,0.293,109616560197876,825882.326,33035.293,0.046,32.893,32.487,32.199,0.045
689,1.759,1.172,0.879,0.293,114625369187480,842399.972,33695.999,0.046,32.938,32.532,32.244,0.045
690,1.759,1.172,0.879,0.293,119863042465533,859247.972,34369.919,0.046,32.982,32.576,32.289,0.045
691,1.759,1.172,0.879,0.293,125340037114484,876432.931,35057.317,0.046,33.027,32.621,32.333,0.045
692,1.759,1.172,0.879,0.293,131067288004224,893961.59,35758.464,0.046,33.072,32.666,32.378,0.045
693,1.759,1.172,0.879,0.293,137056229622039,911840.822,36473.633,0.046,33.116,32.71,32.423,0.045
694,1.759,1.172,0.879,0.293,143318818899947,930077.638,37203.106,0.046,33.161,32.755,32.467,0.045
695,1.759,1.172,0.879,0.293,149867559085002,948679.191,37947.168,0.046,33.206,32.8,32.512,0.045
696,1.759,1.172,0.879,0.293,156715524700209,967652.775,38706.111,0.046,33.25,32.845,32.557,0.045
697,1.759,1.172,0.879,0.293,163876387645883,987005.83,39480.233,0.046,33.295,32.889,32.602,0.045
698,1.759,1.172,0.879,0.293,171364444493556,1006745.947,40269.838,0.046,33.34,32.934,32.646,0.045
699,1.759,1.172,0.879,0.293,179194645026917,1026880.866,41075.235,0.046,33.384,32.979,32.691,0.045
700,1.759,1.172,0.879,0.293,187382622086759,1047418.483,41896.739,0.046,33.429,33.023,32.736,0.045
701,1.759,1.172,0.879,0.293,195944722779521,1068366.853,42734.674,0.046,33.474,33.068,32.78,0.045
702,1.759,1.172,0.879,0.293,204898041111708,1089734.19,43589.368,0.046,33.518,33.113,32.825,0.045
703,1.759,1.172,0.879,0.293,214260452115357,1111528.874,44461.155,0.046,33.563,33.157,32.87,0.045
704,1.759,1.172,0.879,0.293,224050647532653,1133759.451,45350.378,0.046,33.608,33.202,32.914,0.045
705,1.759,1.172,0.879,0.293,234288173130946,1156434.64,46257.386,0.046,33.652,33.247,32.959,0.045
706,1.759,1.172,0.879,0.293,244993467722650,1179563.333,47182.533,0.046,33.697,33.291,33.004,0.045
707,1.759,1.172,0.879,0.293,256187903967924,1203154.6,48126.184,0.046,33.742,33.336,33.048,0.045
708,1.759,1.172,0.879,0.293,267893831041579,1227217.692,49088.708,0.046,33.786,33.381,33.093,0.045
709,1.759,1.172,0.879,0.293,280134619249401,1251762.045,50070.482,0.046,33.831,33.425,33.138,0.045
710,1.759,1.172,0.879,0.293,292934706682939,1276797.286,51071.891,0.046,33.876,33.47,33.182,0.045
711,1.759,1.172,0.879,0.293,306319648005898,1302333.232,52093.329,0.046,33.921,33.515,33.227,0.045
712,1.759,1.172,0.879,0.293,320316165469540,1328379.897,53135.196,0.046,33.965,33.559,33.272,0.045
713,1.759,1.172,0.879,0.293,334952202258910,1354947.495,54197.9,0.046,34.01,33.604,33.316,0.045
714,1.759,1.172,0.879,0.293,350256978276396,1382046.444,55281.858,0.046,34.055,33.649,33.361,0.045
715,1.759,1.172,0.879,0.293,366261048473981,1409687.373,56387.495,0.046,34.099,33.693,33.406,0.045
716,1.759,1.172,0.879,0.293,382996363850626,1437881.121,57515.245,0.046,34.144,33.738,33.45,0.045
717,1.759,1.172,0.879,0.293,400496335236544,1466638.743,58665.55,0.046,34.189,33.783,33.495,0.045
718,1.759,1.172,0.879,0.293,418795899991723,1495971.518,59838.861,0.046,34.233,33.827,33.54,0.045
719,1.759,1.172,0.879,0.293,437931591751802,1525890.949,61035.638,0.046,34.278,33.872,33.584,0.045
720,1.759,1.172,0.879,0.293,457941613360575,1556408.767,62256.351,0.046,34.323,33.917,33.629,0.045
721,1.759,1.172,0.879,0.293,478865913134675,1587536.943,63501.478,0.046,34.367,33.962,33.674,0.045
722,1.759,1.172,0.879,0.293,500746264612709,1619287.682,64771.507,0.046,34.412,34.006,33.719,0.045
723,1.759,1.172,0.879,0.293,523626349948033,1651673.435,66066.937,0.046,34.457,34.051,33.763,0.045
724,1.759,1.172,0.879,0.293,547551847111630,1684706.904,67388.276,0.046,34.501,34.096,33.808,0.045
725,1.759,1.172,0.879,0.293,572570521079194,1718401.042,68736.042,0.046,34.546,34.14,33.853,0.045
726,1.759,1.172,0.879,0.293,598732319184418,1752769.063,70110.763,0.046,34.591,34.185,33.897,0.045
727,1.759,1.172,0.879,0.293,626089470828868,1787824.444,71512.978,0.046,34.635,34.23,33.942,0.045
728,1.759,1.172,0.879,0.293,654696591747464,1823580.933,72943.237,0.046,34.68,34.274,33.987,0.045
729,1.759,1.172,0.879,0.293,684610793037718,1860052.552,74402.102,0.046,34.725,34.319,34.031,0.045
730,1.759,1.172,0.879,0.293,715891795170373,1897253.603,75890.144,0.046,34.769,34.364,34.076,0.045
731,1.759,1.172,0.879,0.293,748602047209044,1935198.675,77407.947,0.046,34.814,34.408,34.121,0.045
732,1.759,1.172,0.879,0.293,782806851476838,1973902.648,78956.106,0.046,34.859,34.453,34.165,0.045
733,1.759,1.172,0.879,0.293,818574493918829,2013380.701,80535.228,0.046,34.903,34.498,34.21,0.045
734,1.759,1.172,0.879,0.293,855976380420616,2053648.315,82145.933,0.046,34.948,34.542,34.255,0.045
735,1.759,1.172,0.879,0.293,895087179355092,2094721.282,83788.851,0.046,34.993,34.587,34.299,0.045
736,1.759,1.172,0.879,0.293,935984970641983,2136615.707,85464.628,0.046,35.038,34.632,34.344,0.045
737,1.759,1.172,0.879,0.293,978751401617698,2179348.021,87173.921,0.046,35.082,34.676,34.389,0.045
738,1.759,1.172,0.879,0.293,1023471850026673,2222934.982,88917.399,0.046,35.127,34.721,34.433,0.045
739,1.759,1.172,0.879,0.293,1070235594459546,2267393.681,90695.747,0.046,35.172,34.766,34.478,0.045
740,1.759,1.172,0.879,0.293,1119135992578422,2312741.555,92509.662,0.046,35.216,34.81,34.523,0.045
741,1.759,1.172,0.879,0.293,1170270667484991,2358996.386,94359.855,0.046,35.261,34.855,34.567,0.045
742,1.759,1.172,0.879,0.293,1223741702603537,2406176.314,96247.053,0.046,35.306,34.9,34.612,0.045
743,1.759,1.172,0.879,0.293,1279655845467879,2454299.84,98171.994,0.046,35.35,34.944,34.657,0.045
744,1.759,1.172,0.879,0.293,1338124720819032,2503385.837,100135.433,0.046,35.395,34.989,34.701,0.045
745,1.759,1.172,0.879,0.293,1399265053438996,2553453.554,102138.142,0.046,35.44,35.034,34.746,0.045
746,1.759,1.172,0.879,0.293,1463198901165491,2604522.625,104180.905,0.046,35.484,35.078,34.791,0.045
747,1.759,1.172,0.879,0.293,1530053898552786,2656613.077,106264.523,0.046,35.529,35.123,34.835,0.045
748,1.759,1.172,0.879,0.293,1599963511665041,2709745.339,108389.814,0.046,35.574,35.168,34.88,0.045
749,1.759,1.172,0.879,0.293,1673067304510760,2763940.246,110557.61,0.046,35.618,35.213,34.925,0.045
750,1.759,1.172,0.879,0.293,1749511217650247,2819219.051,112768.762,0.046,35.663,35.257,34.969,0.045
751,1.759,1.172,0.879,0.293,1829447859532204,2875603.432,115024.137,0.046,35.708,35.302,35.014,0.045
752,1.759,1.172,0.879,0.293,1913036811141065,2933115.5,117324.62,0.046,35.752,35.347,35.059,0.045
753,1.759,1.172,0.879,0.293,2000444944563188,2991777.81,119671.112,0.046,35.797,35.391,35.104,0.045
754,1.759,1.172,0.879,0.293,2091846756107857,3051613.366,122064.535,0.046,35.842,35.436,35.148,0.045
755,1.759,1.172,0.879,0.293,2187424714648063,3112645.634,124505.825,0.046,35.886,35.481,35.193,0.045
756,1.759,1.172,0.879,0.293,2287369625876428,3174898.546,126995.942,0.046,35.931,35.525,35.238,0.045
757,1.759,1.172,0.879,0.293,2391881013203423,3238396.517,129535.861,0.046,35.976,35.57,35.282,0.045
758,1.759,1.172,0.879,0.293,2501167516058214,3303164.448,132126.578,0.046,36.02,35.615,35.327,0.045
759,1.759,1.172,0.879,0.293,2615447306387256,3369227.737,134769.109,0.046,36.065,35.659,35.372,0.045
760,1.759,1.172,0.879,0.293,2734948524182039,3436612.291,137464.492,0.046,36.11,35.704,35.416,0.045
761,1.759,1.172,0.879,0.293,2859909732905404,3505344.537,140213.781,0.046,36.154,35.749,35.461,0.045
762,1.759,1.172,0.879,0.293,2990580395725554,3575451.428,143018.057,0.046,36.199,35.793,35.506,0.045
763,1.759,1.172,0.879,0.293,3127221373508436,3646960.457,145878.418,0.046,36.244,35.838,35.55,0.045
764,1.759,1.172,0.879,0.293,3270105445562582,3719899.666,148795.987,0.046,36.289,35.883,35.595,0.045
765,1.759,1.172,0.879,0.293,3419517854175939,3794297.659,151771.906,0.046,36.333,35.927,35.64,0.045
766,1.759,1.172,0.879,0.293,3575756874031691,3870183.612,154807.344,0.046,36.378,35.972,35.684,0.045
767,1.759,1.172,0.879,0.293,3739134407639766,3947587.284,157903.491,0.046,36.423,36.017,35.729,0.045
768,1.759,1.172,0.879,0.293,3909976607972614,4026539.03,161061.561,0.046,36.467,36.061,35.774,0.045
769,1.759,1.172,0.879,0.293,4088624529548195,4107069.811,164282.792,0.046,36.512,36.106,35.818,0.045
770,1.759,1.172,0.879,0.293,4275434809259858,4189211.207,167568.448,0.046,36.557,36.151,35.863,0.045
771,1.759,1.172,0.879,0.293,4470780378312202,4272995.431,170919.817,0.046,36.601,36.195,35.908,0.045
772,1.759,1.172,0.879,0.293,4675051206684094,4358455.34,174338.214,0.046,36.646,36.24,35.952,0.045
773,1.759,1.172,0.879,0.293,4888655081604949,4445624.446,177824.978,0.046,36.691,36.285,35.997,0.045
774,1.759,1.172,0.879,0.293,5112018421598275,4534536.935,181381.477,0.046,36.735,36.329,36.042,0.045
775,1.759,1.172,0.879,0.293,5345587127717485,4625227.674,185009.107,0.046,36.78,36.374,36.086,0.045
776,1.759,1.172,0.879,0.293,5589827473673223,4717732.228,188709.289,0.046,36.825,36.419,36.131,0.045
777,1.759,1.172,0.879,0.293,5845227036629088,4812086.872,192483.475,0.046,36.869,36.463,36.176,0.045
778,1.759,1.172,0.879,0.293,6112295670523814,4908328.61,196333.144,0.046,36.914,36.508,36.22,0.045
779,1.759,1.172,0.879,0.293,6391566523862862,5006495.182,200259.807,0.046,36.959,36.553,36.265,0.045
780,1.759,1.172,0.879,0.293,6683597104011154,5106625.085,204265.003,0.046,37.003,36.598,36.31,0.045
781,1.759,1.172,0.879,0.293,6988970390111490,5208757.587,208350.303,0.046,37.048,36.642,36.354,0.045
782,1.759,1.172,0.879,0.293,7308295996850271,5312932.739,212517.31,0.046,37.093,36.687,36.399,0.045
783,1.759,1.172,0.879,0.293,7642211391393644,5419191.394,216767.656,0.046,37.137,36.732,36.444,0.045
784,1.759,1.172,0.879,0.293,7991383165923322,5527575.221,221103.009,0.046,37.182,36.776,36.489,0.045
785,1.759,1.172,0.879,0.293,8356508368312330,5638126.726,225525.069,0.046,37.227,36.821,36.533,0.045
786,1.759,1.172,0.879,0.293,8738315893596971,5750889.26,230035.57,0.046,37.271,36.866,36.578,0.045
787,1.759,1.172,0.879,0.293,9137567939022682,5865907.046,234636.282,0.046,37.316,36.91,36.623,0.045
788,1.759,1.172,0.879,0.293,9555061525568350,5983225.187,239329.007,0.046,37.361,36.955,36.667,0.045
789,1.759,1.172,0.879,0.293,9991630088986358,6102889.69,244115.588,0.046,37.405,37,36.712,0.045
790,1.759,1.172,0.879,0.293,10448145143534404,6224947.484,248997.899,0.046,37.45,37.044,36.757,0.045
791,1.759,1.172,0.879,0.293,10925518021720240,6349446.434,253977.857,0.046,37.495,37.089,36.801,0.045
792,1.759,1.172,0.879,0.293,11424701693532220,6476435.362,259057.414,0.046,37.539,37.134,36.846,0.045
793,1.759,1.172,0.879,0.293,11946692668787198,6605964.07,264238.563,0.046,37.584,37.178,36.891,0.045
794,1.759,1.172,0.879,0.293,12492532986393266,6738083.351,269523.334,0.046,37.629,37.223,36.935,0.045
795,1.759,1.172,0.879,0.293,13063312294498280,6872845.018,274913.801,0.046,37.673,37.268,36.98,0.045
796,1.759,1.172,0.879,0.293,13660170025676592,7010301.918,280412.077,0.046,37.718,37.312,37.025,0.045
797,1.759,1.172,0.879,0.293,14284297671496082,7150507.957,286020.318,0.046,37.763,37.357,37.069,0.045
798,1.759,1.172,0.879,0.293,14936941161005998,7293518.116,291740.725,0.046,37.808,37.402,37.114,0.045
